Location Name,Drum,Color,Qty,Capacity
Springfield,30,Coloring Agent1,31685.0,88000
Springfield,31,Coloring Agent39,88000.0,88000
Springfield,32,Coloring Agent24,88000.0,88000
Springfield,33,Coloring Agent33,88000.0,88000
Springfield,34,Coloring Agent30,88000.0,88000
Springfield,35,Coloring Agent36,88000.0,88000
Springfield,36,Coloring Agent12,88000.0,88000
Springfield,37,Coloring Agent23,88000.0,88000
Springfield,38,Coloring Agent18,88000.0,88000
Springfield,39,Coloring Agent31,88000.0,88000
Springfield,40,Coloring Agent31,88000.0,88000
Springfield,41,Coloring Agent29,88000.0,88000
Springfield,42,Coloring Agent26,1248.0,88000
Springfield,43,Coloring Agent4,88000.0,88000
Springfield,44,Coloring Agent17,88000.0,88000
Springfield,45,Coloring Agent7,88000.0,88000
Springfield,46,Coloring Agent5,88000.0,88000
Springfield,48,Coloring Agent13,88000.0,88000
Springfield,49,Coloring Agent35,88000.0,88000
Springfield,50,Coloring Agent3,88000.0,88000
Springfield,2,,,88000
Springfield,8,,,88000
Springfield,47,,,88000
Green Bay,1,Coloring Agent9,141441.0,330000
Green Bay,2,Coloring Agent39,106540.0,330000
Green Bay,3,Coloring Agent3,81564.0,330000
Green Bay,4,Coloring Agent23,173023.0,330000
Green Bay,5,Coloring Agent4,169258.0,330000
Green Bay,6,Coloring Agent22,168529.0,330000
Green Bay,7,Coloring Agent25,5660.0,330000
Green Bay,8,Coloring Agent12,24435.0,330000
Green Bay,9,Coloring Agent7,204050.0,330000
Green Bay,10,Coloring Agent34,330000.0,330000
Green Bay,11,Coloring Agent13,152079.0,330000
Green Bay,12,Coloring Agent38,208109.0,330000
Green Bay,13,Coloring Agent17,330000.0,330000
Green Bay,14,Coloring Agent32,155596.0,330000
Green Bay,15,Coloring Agent36,38384.0,330000
Green Bay,16,Coloring Agent10,214791.0,330000
Green Bay,17,Coloring Agent24,178974.0,330000
Green Bay,18,Coloring Agent33,183061.0,330000
Green Bay,19,Coloring Agent37,102190.0,330000
Green Bay,20,Coloring Agent18,41367.0,330000
Omaha,1,Coloring Agent29,148739.0,440000
Omaha,2,Coloring Agent34,440000.0,440000
Omaha,3,Coloring Agent15,262870.0,440000
Omaha,4,Coloring Agent1,440000.0,440000
Omaha,5,Coloring Agent8,248813.0,440000
Omaha,6,Coloring Agent2,440000.0,440000
Omaha,7,Coloring Agent14,251601.0,440000
Omaha,8,Coloring Agent5,440000.0,440000
Omaha,9,Coloring Agent29,440000.0,440000
Omaha,10,Coloring Agent30,440000.0,440000
Omaha,11,Coloring Agent26,440000.0,440000
Omaha,12,Coloring Agent35,245129.0,440000
Omaha,13,Coloring Agent6,258954.0,440000
Omaha,14,Coloring Agent34,100970.0,440000
Omaha,15,Coloring Agent26,440000.0,440000
Omaha,16,Coloring Agent31,440000.0,440000
Omaha,18,Coloring Agent13,320000.0,440000
Omaha,19,Coloring Agent27,440000.0,440000
Omaha,20,Coloring Agent2,432754.0,440000
Omaha,21,Coloring Agent31,440000.0,440000
Omaha,22,Coloring Agent31,39468.0,440000
Omaha,23,Coloring Agent20,99101.0,440000
Omaha,24,Coloring Agent40,440000.0,440000
Omaha,25,Coloring Agent34,440000.0,440000
Omaha,26,Coloring Agent11,440000.0,440000
Omaha,27,Coloring Agent1,440000.0,440000
Omaha,28,Coloring Agent29,440000.0,440000
Omaha,29,Coloring Agent5,440000.0,440000
Omaha,30,Coloring Agent17,440000.0,440000
Omaha,17,,,440000
