Location Name,Drum,Color,Qty,Capacity
Springfield,15,Coloring Agent14,88000.0,88000.0
Springfield,16,Coloring Agent38,88000.0,88000.0
Springfield,17,Coloring Agent30,88000.0,88000.0
Springfield,18,Coloring Agent8,88000.0,88000.0
Springfield,19,Coloring Agent2,88000.0,88000.0
Springfield,20,Coloring Agent10,88000.0,88000.0
Springfield,22,Coloring Agent32,88000.0,88000.0
Springfield,23,Coloring Agent13,88000.0,88000.0
Springfield,24,Coloring Agent17,88000.0,88000.0
Springfield,25,Coloring Agent6,88000.0,88000.0
Springfield,26,Coloring Agent22,88000.0,88000.0
Springfield,28,Coloring Agent1,88000.0,88000.0
Springfield,29,Coloring Agent11,88000.0,88000.0
Springfield,30,Coloring Agent27,88000.0,88000.0
Springfield,31,Coloring Agent39,88000.0,88000.0
Springfield,32,Coloring Agent25,88000.0,88000.0
Springfield,33,Coloring Agent18,88000.0,88000.0
Springfield,34,Coloring Agent26,1248.0,88000.0
Springfield,35,Coloring Agent40,88000.0,88000.0
Springfield,36,Coloring Agent12,88000.0,88000.0
Springfield,37,Coloring Agent37,88000.0,88000.0
Springfield,38,Coloring Agent28,54247.0,88000.0
Springfield,39,Coloring Agent31,88000.0,88000.0
Springfield,40,Coloring Agent31,88000.0,88000.0
Springfield,41,Coloring Agent29,88000.0,88000.0
Springfield,42,Coloring Agent31,88000.0,88000.0
Springfield,43,Coloring Agent29,88000.0,88000.0
Springfield,44,Coloring Agent29,88000.0,88000.0
Springfield,45,Coloring Agent9,88000.0,88000.0
Springfield,46,Coloring Agent15,88000.0,88000.0
Springfield,47,Coloring Agent5,88000.0,88000.0
Springfield,48,Coloring Agent33,88000.0,88000.0
Springfield,49,Coloring Agent26,88000.0,88000.0
Springfield,50,Coloring Agent24,88000.0,88000.0
Springfield,21,,0.0,88000.0
Springfield,27,,0.0,88000.0
Green Bay,1,Coloring Agent3,81564.0,330000.0
Green Bay,2,Coloring Agent9,141441.0,330000.0
Green Bay,3,Coloring Agent23,173023.0,330000.0
Green Bay,4,Coloring Agent37,102190.0,330000.0
Green Bay,5,Coloring Agent20,99101.0,330000.0
Green Bay,6,Coloring Agent12,24435.0,330000.0
Green Bay,7,Coloring Agent33,183061.0,330000.0
Green Bay,8,Coloring Agent24,178974.0,330000.0
Green Bay,9,Coloring Agent10,214791.0,330000.0
Green Bay,10,Coloring Agent13,152079.0,330000.0
Green Bay,11,Coloring Agent38,120109.0,330000.0
Green Bay,12,Coloring Agent25,5660.0,330000.0
Green Bay,13,Coloring Agent32,155596.0,330000.0
Green Bay,14,Coloring Agent7,204050.0,330000.0
Green Bay,15,Coloring Agent34,330000.0,330000.0
Green Bay,16,Coloring Agent22,168529.0,330000.0
Green Bay,17,Coloring Agent18,41367.0,330000.0
Green Bay,18,Coloring Agent36,38384.0,330000.0
Green Bay,19,Coloring Agent4,169258.0,330000.0
Green Bay,20,Coloring Agent39,106540.0,330000.0
Omaha,1,Coloring Agent27,440000.0,440000.0
Omaha,2,Coloring Agent26,440000.0,440000.0
Omaha,3,Coloring Agent34,440000.0,440000.0
Omaha,4,Coloring Agent30,440000.0,440000.0
Omaha,5,Coloring Agent29,440000.0,440000.0
Omaha,6,Coloring Agent17,440000.0,440000.0
Omaha,7,Coloring Agent29,440000.0,440000.0
Omaha,8,Coloring Agent15,262870.0,440000.0
Omaha,9,Coloring Agent31,440000.0,440000.0
Omaha,10,Coloring Agent31,39468.0,440000.0
Omaha,11,Coloring Agent11,440000.0,440000.0
Omaha,12,Coloring Agent2,440000.0,440000.0
Omaha,13,Coloring Agent8,248813.0,440000.0
Omaha,14,Coloring Agent14,251601.0,440000.0
Omaha,17,Coloring Agent34,100970.0,440000.0
Omaha,18,Coloring Agent29,148739.0,440000.0
Omaha,19,Coloring Agent2,432754.0,440000.0
Omaha,20,Coloring Agent6,258954.0,440000.0
Omaha,21,Coloring Agent31,440000.0,440000.0
Omaha,22,Coloring Agent26,440000.0,440000.0
Omaha,23,Coloring Agent1,440000.0,440000.0
Omaha,24,Coloring Agent40,440000.0,440000.0
Omaha,25,Coloring Agent34,440000.0,440000.0
Omaha,26,Coloring Agent1,440000.0,440000.0
Omaha,27,Coloring Agent35,245129.0,440000.0
Omaha,28,Coloring Agent5,440000.0,440000.0
Omaha,29,Coloring Agent5,440000.0,440000.0
Omaha,15,,0.0,440000.0
Omaha,16,,0.0,440000.0
Omaha,30,,0.0,440000.0
